"UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR"
155308,"R",31,"R",64,"R",48,"R",11,"R",0,"Z",0,"R",11,"R",5,"R",45,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",10
155317,"R",5269,"R",7175,"R",73,"R",5159,"R",0,"R",0,"R",5159,"R",4462,"R",86,"R",100,"R",0,"R",0,"R",100,"R",65,"R",65,"R",18
155335,"R",159,"R",1271,"R",13,"R",151,"R",0,"R",0,"R",151,"R",104,"R",69,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",16
155399,"R",3416,"R",4761,"R",72,"R",3110,"R",0,"R",0,"R",3110,"R",2662,"R",86,"R",63,"R",0,"R",0,"R",63,"R",28,"R",44,"R",19
155414,"R",264,"R",366,"R",72,"R",263,"R",0,"R",0,"R",263,"R",158,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",16
155496,"R",31,"R",60,"R",52,"R",30,"R",0,"R",0,"R",30,"R",23,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
155511,"R",318,"R",384,"R",83,"R",241,"R",0,"R",0,"R",241,"R",157,"R",65,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16
155520,"R",226,"R",502,"R",45,"R",209,"R",0,"R",0,"R",209,"R",146,"R",70,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
155627,"R",283,"R",347,"R",82,"R",283,"R",0,"R",0,"R",283,"R",165,"R",58,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",12
155636,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
155681,"R",881,"R",1325,"R",66,"R",833,"R",0,"R",0,"R",833,"R",643,"R",77,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",14
155812,"R",199,"R",413,"R",48,"R",220,"R",0,"Z",0,"R",220,"R",143,"R",65,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",11
155900,"R",207,"R",317,"R",65,"R",195,"R",0,"R",0,"R",195,"R",109,"R",56,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",10
155937,"R",119,"R",255,"R",47,"R",141,"R",0,"R",0,"R",141,"R",71,"R",50,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8
155973,"R",136,"R",231,"R",59,"R",129,"R",0,"R",0,"R",129,"R",68,"R",53,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
156082,"R",1119,"R",2228,"R",50,"R",882,"R",0,"R",0,"R",882,"R",600,"R",68,"R",60,"R",0,"R",0,"R",60,"R",18,"R",30,"R",15
156125,"R",1774,"R",5068,"R",35,"R",1723,"R",0,"R",0,"R",1723,"R",1194,"R",69,"R",63,"R",0,"R",0,"R",63,"R",23,"R",37,"R",19
156189,"R",212,"R",244,"R",87,"R",175,"R",0,"R",0,"R",175,"R",99,"R",57,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",15
156213,"R",338,"R",726,"R",47,"R",354,"R",0,"R",0,"R",354,"R",295,"R",83,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",13
156286,"R",539,"R",658,"R",82,"R",631,"R",0,"R",0,"R",631,"R",474,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
156295,"R",401,"R",448,"R",90,"R",413,"R",0,"R",0,"R",413,"R",327,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
156356,"R",137,"R",302,"R",45,"R",135,"R",0,"R",0,"R",135,"R",91,"R",67,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",13
156365,"R",528,"R",3910,"R",14,"R",539,"R",1,"R",0,"R",538,"R",347,"R",64,"R",18,"R",0,"R",0,"R",18,"R",4,"R",22,"R",19
156408,"R",395,"R",426,"R",93,"R",360,"R",0,"R",0,"R",360,"R",315,"R",88,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",10
156417,"R",14,"R",39,"R",36,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
156471,"A",NA,"A",NA,"A",NA,"R",49,"R",0,"R",0,"R",49,"R",39,"R",80,"R",19,"R",0,"R",0,"R",19,"R",6,"R",32,"R",12
156541,"R",1055,"R",2762,"R",38,"R",611,"R",0,"R",0,"R",611,"R",454,"R",74,"R",112,"R",0,"R",0,"R",112,"R",36,"R",32,"R",23
156620,"R",2804,"R",4799,"R",58,"R",2059,"R",0,"Z",0,"R",2059,"R",1584,"R",77,"R",107,"R",0,"Z",0,"R",107,"R",32,"R",30,"R",17
156745,"R",320,"R",368,"R",87,"R",307,"R",0,"R",0,"R",307,"R",212,"R",69,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",13
157021,"R",45,"R",140,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",26
157030,"R",15,"R",32,"R",47,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
157058,"R",354,"R",989,"R",36,"R",314,"Z",0,"Z",0,"R",314,"R",200,"R",64,"R",30,"R",0,"R",0,"R",30,"R",2,"R",7,"R",10
157076,"R",268,"R",405,"R",66,"R",234,"R",0,"R",0,"R",234,"R",123,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
157085,"R",6438,"R",7628,"R",84,"R",6360,"R",1,"R",0,"R",6359,"R",5522,"R",87,"R",77,"R",0,"R",0,"R",77,"R",30,"R",39,"R",18
157100,"R",164,"R",259,"R",63,"R",158,"R",0,"R",0,"R",158,"R",136,"R",86,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",12
157216,"R",373,"R",557,"R",67,"R",400,"R",0,"R",0,"R",400,"R",252,"R",63,"R",15,"R",0,"R",0,"R",15,"R",6,"R",40,"R",16
157289,"R",2964,"R",4180,"R",71,"R",2917,"R",0,"R",0,"R",2917,"R",2377,"R",81,"R",200,"R",0,"R",0,"R",200,"R",106,"R",53,"R",14
157377,"R",233,"R",831,"R",28,"R",253,"R",0,"R",0,"R",253,"R",171,"R",68,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",15
157386,"R",1267,"R",1577,"R",80,"R",1066,"R",0,"R",0,"R",1066,"R",693,"R",65,"R",8,"R",0,"R",0,"R",8,"R",2,"R",25,"R",16
157401,"R",1552,"R",2950,"R",53,"R",1643,"R",0,"R",0,"R",1643,"R",1243,"R",76,"R",12,"R",0,"R",0,"R",12,"R",2,"R",17,"R",17
157447,"R",1437,"R",2494,"R",58,"R",1181,"R",1,"R",0,"R",1180,"R",891,"R",76,"R",45,"R",0,"R",0,"R",45,"R",22,"R",49,"R",19
157535,"R",275,"R",682,"R",40,"R",275,"R",0,"R",0,"R",275,"R",189,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14
157748,"R",171,"R",299,"R",57,"R",140,"Z",0,"Z",0,"R",140,"R",110,"R",79,"R",13,"Z",0,"Z",0,"R",13,"R",10,"R",77,"R",16
157757,"R",107,"R",247,"R",43,"R",114,"R",0,"R",0,"R",114,"R",73,"R",64,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",9
157793,"R",271,"R",1066,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",13
157809,"R",367,"R",818,"R",45,"R",398,"R",1,"R",0,"R",397,"R",265,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",14
157818,"R",261,"R",277,"R",94,"R",278,"R",0,"Z",0,"R",278,"R",242,"R",87,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",10
157863,"R",243,"R",351,"R",69,"R",196,"R",0,"R",0,"R",196,"R",125,"R",64,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",14
157951,"R",2753,"R",3507,"R",79,"R",2500,"R",1,"Z",0,"R",2499,"R",1957,"R",78,"R",17,"Z",0,"Z",0,"R",17,"R",7,"R",41,"R",19
158477,"R",232,"R",275,"R",84,"R",255,"R",0,"R",0,"R",255,"R",179,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",8
158802,"R",188,"R",265,"R",71,"R",246,"R",0,"R",0,"R",246,"R",192,"R",78,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",14
159009,"R",1013,"R",1283,"R",79,"R",914,"R",0,"R",0,"R",914,"R",604,"R",66,"R",40,"Z",0,"Z",0,"R",40,"R",24,"R",60,"R",25
159373,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",3
159382,"R",541,"R",2675,"R",20,"R",433,"R",0,"R",0,"R",433,"R",301,"R",70,"R",133,"R",0,"R",0,"R",133,"R",91,"R",68,"R",33
159391,"R",7912,"R",11835,"R",67,"R",6997,"R",0,"R",0,"R",6997,"R",5929,"R",85,"R",27,"R",0,"R",0,"R",27,"R",8,"R",30,"R",21
159416,"R",277,"R",1357,"R",20,"R",267,"R",0,"R",0,"R",267,"R",222,"R",83,"R",18,"R",0,"R",0,"R",18,"R",6,"R",33,"R",30
159568,"R",186,"R",325,"R",57,"R",206,"R",0,"R",0,"R",206,"R",108,"R",52,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
159647,"R",2444,"R",4481,"R",55,"R",2118,"R",0,"R",0,"R",2118,"R",1741,"R",82,"R",9,"Z",0,"Z",0,"R",9,"R",4,"R",44,"R",21
159656,"R",573,"R",873,"R",66,"R",692,"R",0,"R",0,"R",692,"R",554,"R",80,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",12
159717,"R",1155,"R",2081,"R",56,"R",1052,"R",0,"R",0,"R",1052,"R",720,"R",68,"R",11,"R",0,"R",0,"R",11,"R",3,"R",27,"R",20
159939,"R",965,"R",2029,"R",48,"R",813,"R",0,"R",0,"R",813,"R",543,"R",67,"R",16,"R",0,"R",0,"R",16,"R",8,"R",50,"R",19
159948,"R",85,"R",193,"R",44,"R",50,"R",0,"R",0,"R",50,"R",46,"R",92,"R",31,"R",0,"R",0,"R",31,"R",19,"R",61,"R",19
159966,"R",1113,"R",1996,"R",56,"R",1129,"R",1,"R",0,"R",1128,"R",864,"R",77,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",19
159993,"R",1236,"R",1662,"R",74,"R",1020,"Z",0,"Z",0,"R",1020,"R",742,"R",73,"R",29,"Z",0,"Z",0,"R",29,"R",17,"R",59,"R",18
160038,"R",1018,"R",2540,"R",40,"R",951,"R",0,"R",0,"R",951,"R",674,"R",71,"R",24,"R",0,"R",0,"R",24,"R",7,"R",29,"R",16
160065,"R",45,"R",91,"R",49,"R",31,"R",0,"R",0,"R",31,"R",22,"R",71,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",7
160074,"R",105,"R",268,"R",39,"R",61,"R",0,"R",0,"R",61,"R",39,"R",64,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
160409,"R",19,"R",37,"R",51,"R",14,"R",0,"Z",0,"R",14,"R",10,"R",71,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",6
160612,"R",1727,"R",5829,"R",30,"R",1729,"R",0,"R",0,"R",1729,"R",1254,"R",73,"R",606,"R",0,"R",0,"R",606,"R",328,"R",54,"R",20
160621,"R",1674,"R",2087,"R",80,"R",1626,"R",0,"R",0,"R",1626,"R",981,"R",60,"R",85,"R",0,"R",0,"R",85,"R",27,"R",32,"R",21
160630,"R",160,"R",1217,"R",13,"R",150,"R",0,"R",0,"R",150,"R",78,"R",52,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",13
160658,"R",3049,"R",4424,"R",69,"R",3048,"R",0,"R",0,"R",3048,"R",2264,"R",74,"R",16,"R",0,"R",0,"R",16,"R",5,"R",31,"R",18
160755,"R",1838,"R",2146,"R",86,"R",1867,"R",1,"Z",0,"R",1866,"R",1727,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
160904,"R",833,"R",963,"R",87,"R",685,"R",0,"R",0,"R",685,"R",491,"R",72,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",11
160959,"R",78,"R",97,"R",80,"R",80,"R",0,"R",0,"R",80,"R",68,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
160977,"R",488,"R",494,"R",99,"R",505,"R",0,"R",0,"R",505,"R",461,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
160995,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14
161004,"R",507,"R",518,"R",98,"R",504,"R",0,"R",0,"R",504,"R",488,"R",97,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
161022,"R",6,"R",102,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",11
161086,"R",628,"R",642,"R",98,"R",605,"Z",0,"R",41,"R",646,"R",605,"R",94,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
161217,"R",195,"R",1864,"R",10,"R",155,"R",0,"R",0,"R",155,"R",93,"R",60,"R",41,"R",0,"R",0,"R",41,"R",18,"R",44,"R",16
161226,"R",258,"R",816,"R",32,"R",224,"R",0,"R",0,"R",224,"R",163,"R",73,"R",6,"R",0,"R",0,"R",6,"R",2,"R",33,"R",13
161235,"R",65,"R",871,"R",7,"R",56,"R",0,"R",0,"R",56,"R",50,"R",89,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",21
161253,"R",2044,"R",3420,"R",60,"R",1797,"R",0,"R",0,"R",1797,"R",1498,"R",83,"R",44,"R",0,"R",0,"R",44,"R",23,"R",52,"R",15
161299,"R",223,"R",283,"R",79,"R",230,"R",1,"R",0,"R",229,"R",187,"R",82,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",10
161341,"R",116,"R",1135,"R",10,"R",101,"R",0,"R",0,"R",101,"R",59,"R",58,"R",16,"R",0,"R",0,"R",16,"R",6,"R",38,"R",30
161457,"R",560,"R",2376,"R",24,"R",588,"R",0,"R",0,"R",588,"R",467,"R",79,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
161509,"R",121,"R",144,"R",84,"R",120,"R",0,"R",0,"R",120,"R",86,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",8
161518,"R",203,"R",303,"R",67,"R",232,"R",0,"R",0,"R",232,"R",173,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
161554,"R",687,"R",2246,"R",31,"R",687,"R",0,"R",0,"R",687,"R",508,"R",74,"R",31,"R",0,"R",0,"R",31,"R",19,"R",61,"R",14
161563,"R",151,"R",698,"R",22,"R",191,"R",0,"R",0,"R",191,"R",148,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
161572,"A",NA,"A",NA,"A",NA,"R",720,"R",0,"R",0,"R",720,"R",260,"R",36,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",36
161873,"R",33,"R",284,"R",12,"R",25,"R",0,"R",0,"R",25,"R",15,"R",60,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",10
162007,"R",908,"R",1378,"R",66,"R",965,"R",0,"R",0,"R",965,"R",658,"R",68,"R",26,"R",0,"R",0,"R",26,"R",8,"R",31,"R",15
162061,"R",74,"R",104,"R",71,"R",69,"R",0,"R",0,"R",69,"R",53,"R",77,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
162210,"R",113,"R",172,"R",66,"R",103,"R",0,"R",0,"R",103,"R",66,"R",64,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",9
162283,"R",467,"R",674,"R",69,"R",370,"R",0,"R",0,"R",370,"R",245,"R",66,"R",37,"R",0,"R",0,"R",37,"R",11,"R",30,"R",12
162584,"R",595,"R",1002,"R",59,"R",612,"R",0,"R",0,"R",612,"R",424,"R",69,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
162654,"R",274,"R",312,"R",88,"R",257,"R",0,"R",0,"R",257,"R",202,"R",79,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",9
162760,"R",312,"R",401,"R",78,"R",303,"R",0,"R",0,"R",303,"R",206,"R",68,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",10
162928,"R",1389,"R",1941,"R",72,"R",1418,"R",5,"R",0,"R",1413,"R",1386,"R",98,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
163046,"R",945,"R",1011,"R",93,"R",1111,"R",2,"R",0,"R",1109,"R",966,"R",87,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
163204,"R",250,"R",13029,"R",2,"R",195,"Z",0,"Z",0,"R",195,"R",108,"R",55,"R",810,"Z",0,"Z",0,"R",810,"R",134,"R",17,"R",21
163259,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5
163268,"R",2232,"R",3065,"R",73,"R",1961,"R",1,"R",0,"R",1960,"R",1667,"R",85,"R",16,"R",0,"R",0,"R",16,"R",9,"R",56,"R",17
163286,"R",5795,"R",8120,"R",71,"R",6134,"R",2,"R",0,"R",6132,"R",5899,"R",96,"R",21,"R",0,"R",0,"R",21,"R",19,"R",90,"R",17
163295,"R",255,"R",336,"R",76,"R",277,"R",0,"R",0,"R",277,"R",231,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
163338,"R",762,"R",961,"R",79,"R",717,"R",0,"R",0,"R",717,"R",443,"R",62,"R",11,"R",0,"R",0,"R",11,"R",1,"R",9,"R",11
163453,"R",2369,"R",2742,"R",86,"R",2273,"R",0,"R",0,"R",2273,"R",1667,"R",73,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"R",18
163462,"R",545,"R",635,"R",86,"R",479,"R",0,"R",0,"R",479,"R",339,"R",71,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
163532,"R",51,"R",100,"R",51,"R",41,"R",0,"R",0,"R",41,"R",33,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
163578,"R",179,"R",263,"R",68,"R",191,"R",0,"R",0,"R",191,"R",139,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
163851,"R",1421,"R",1924,"R",74,"R",1374,"R",0,"R",0,"R",1374,"R",1067,"R",78,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
163912,"R",403,"R",479,"R",84,"R",442,"R",0,"R",0,"R",442,"R",379,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
163976,"R",110,"R",117,"R",94,"R",133,"R",0,"R",0,"R",133,"R",110,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
164076,"R",2931,"R",4512,"R",65,"R",2996,"R",1,"R",0,"R",2995,"R",2479,"R",83,"R",18,"R",0,"R",0,"R",18,"R",10,"R",56,"R",14
164155,"R",1170,"R",1170,"R",100,"R",1157,"R",0,"R",0,"R",1157,"R",1126,"R",97,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
164173,"R",767,"R",969,"R",79,"R",793,"R",1,"R",0,"R",792,"R",624,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
164216,"R",265,"R",312,"R",85,"R",230,"R",0,"R",0,"R",230,"R",193,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
164270,"R",453,"R",535,"R",85,"R",424,"R",7,"R",0,"R",417,"R",317,"R",76,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",13
164368,"A",NA,"A",NA,"A",NA,"R",157,"Z",0,"Z",0,"R",157,"R",126,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
164447,"R",284,"R",545,"R",52,"R",275,"Z",0,"Z",0,"R",275,"R",156,"R",57,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",16
164465,"R",480,"R",514,"R",93,"R",488,"R",0,"R",0,"R",488,"R",475,"R",97,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
164492,"R",221,"R",281,"R",79,"R",247,"R",0,"R",0,"R",247,"R",149,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
164562,"R",497,"R",569,"R",87,"R",479,"Z",0,"Z",0,"R",479,"R",402,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
164580,"R",625,"R",749,"R",83,"R",626,"R",0,"R",0,"R",626,"R",592,"R",95,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",15
164614,"R",1,"R",22,"R",5,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",6
164632,"R",133,"R",323,"R",41,"R",125,"R",0,"R",0,"R",125,"R",91,"R",73,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
164739,"R",1055,"R",1202,"R",88,"R",1120,"R",0,"R",0,"R",1120,"R",1038,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
164748,"R",1288,"R",1773,"R",73,"R",1373,"R",0,"R",0,"R",1373,"R",1216,"R",89,"R",105,"R",0,"R",0,"R",105,"R",63,"R",60,"R",9
164872,"R",22,"R",82,"R",27,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
164924,"R",2394,"R",2929,"R",82,"R",2335,"R",0,"R",0,"R",2335,"R",2242,"R",96,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
164988,"R",3268,"R",4600,"R",71,"R",3145,"R",0,"R",0,"R",3145,"R",2979,"R",95,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
165015,"R",735,"R",828,"R",89,"R",863,"R",0,"R",0,"R",863,"R",751,"R",87,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",10
165024,"R",1498,"R",2634,"R",57,"R",1515,"R",0,"R",0,"R",1515,"R",1138,"R",75,"R",65,"R",0,"R",0,"R",65,"R",27,"R",42,"R",17
165167,"R",5,"R",211,"R",2,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",12
165264,"R",4,"R",103,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
165334,"R",486,"R",521,"R",93,"R",629,"R",0,"R",0,"R",629,"R",542,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
165529,"R",531,"R",599,"R",89,"R",523,"R",0,"R",0,"R",523,"R",346,"R",66,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
165574,"R",293,"R",346,"R",85,"R",316,"R",0,"R",0,"R",316,"R",216,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
165644,"A",NA,"A",NA,"A",NA,"R",82,"Z",0,"Z",0,"R",82,"R",47,"R",57,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",3
165662,"R",828,"R",988,"R",84,"R",997,"R",0,"R",0,"R",997,"R",871,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14
165671,"R",516,"R",605,"R",85,"R",537,"R",0,"R",0,"R",537,"R",422,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
165699,"R",831,"R",977,"R",85,"R",895,"R",0,"R",0,"R",895,"R",755,"R",84,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
165802,"R",153,"R",464,"R",33,"R",185,"R",0,"R",0,"R",185,"R",101,"R",55,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14
165820,"R",538,"R",1019,"R",53,"R",606,"R",0,"R",0,"R",606,"R",421,"R",69,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",11
165866,"R",584,"R",929,"R",63,"R",493,"R",0,"R",0,"R",493,"R",350,"R",71,"R",2,"R",0,"R",1,"R",3,"R",1,"R",33,"R",12
165884,"R",174,"R",319,"R",55,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
165936,"R",353,"R",423,"R",83,"R",321,"R",0,"R",0,"R",321,"R",271,"R",84,"R",6,"R",0,"R",0,"R",6,"R",2,"R",33,"R",10
166018,"R",231,"R",281,"R",82,"R",259,"R",0,"R",0,"R",259,"R",203,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
166027,"R",1641,"R",2211,"R",74,"R",1644,"R",0,"R",0,"R",1644,"R",1616,"R",98,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
166045,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",28
166054,"R",11,"R",37,"R",30,"R",14,"R",0,"R",0,"R",14,"R",10,"R",71,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
166124,"R",834,"R",896,"R",93,"R",823,"R",0,"R",0,"R",823,"R",780,"R",95,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
166391,"R",340,"R",470,"R",72,"R",312,"R",0,"R",2,"R",314,"R",221,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
166452,"R",184,"R",431,"R",43,"R",184,"Z",0,"Z",0,"R",184,"R",133,"R",72,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",10
166489,"A",NA,"A",NA,"A",NA,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",4
166513,"R",2023,"R",3534,"R",57,"R",2030,"R",0,"R",0,"R",2030,"R",1705,"R",84,"R",39,"R",0,"R",0,"R",39,"R",19,"R",49,"R",17
