UNITID,11_CTOTALT,13_CTOTALT,14_CTOTALT,23_CTOTALT,24_CTOTALT,26_CTOTALT,31_CTOTALT,42_CTOTALT,43_CTOTALT,44_CTOTALT,45_CTOTALT,50_CTOTALT,52_CTOTALT,99_CTOTALT,09_CTOTALT,51_CTOTALT,11_CTOTALM,13_CTOTALM,14_CTOTALM,23_CTOTALM,24_CTOTALM,26_CTOTALM,31_CTOTALM,42_CTOTALM,43_CTOTALM,44_CTOTALM,45_CTOTALM,50_CTOTALM,52_CTOTALM,99_CTOTALM,09_CTOTALM,51_CTOTALM,11_CASIAT,13_CASIAT,14_CASIAT,23_CASIAT,24_CASIAT,26_CASIAT,31_CASIAT,42_CASIAT,43_CASIAT,44_CASIAT,45_CASIAT,50_CASIAT,52_CASIAT,99_CASIAT,09_CASIAT,51_CASIAT,11_CWHITT,13_CWHITT,14_CWHITT,23_CWHITT,24_CWHITT,26_CWHITT,31_CWHITT,42_CWHITT,43_CWHITT,44_CWHITT,45_CWHITT,50_CWHITT,52_CWHITT,99_CWHITT,09_CWHITT,51_CWHITT,11_CNRALT,13_CNRALT,14_CNRALT,23_CNRALT,24_CNRALT,26_CNRALT,31_CNRALT,42_CNRALT,43_CNRALT,44_CNRALT,45_CNRALT,50_CNRALT,52_CNRALT,99_CNRALT,09_CNRALT,51_CNRALT,11_BLACKHISRACES,13_BLACKHISRACES,14_BLACKHISRACES,23_BLACKHISRACES,24_BLACKHISRACES,26_BLACKHISRACES,31_BLACKHISRACES,42_BLACKHISRACES,43_BLACKHISRACES,44_BLACKHISRACES,45_BLACKHISRACES,50_BLACKHISRACES,52_BLACKHISRACES,99_BLACKHISRACES,09_BLACKHISRACES,51_BLACKHISRACES,11_OTHERRACES,13_OTHERRACES,14_OTHERRACES,23_OTHERRACES,24_OTHERRACES,26_OTHERRACES,31_OTHERRACES,42_OTHERRACES,43_OTHERRACES,44_OTHERRACES,45_OTHERRACES,50_OTHERRACES,52_OTHERRACES,99_OTHERRACES,09_OTHERRACES,51_OTHERRACES
179043,3,8,17,13,NA,54,35,33,12,0,4,1,83,472,9,174,3,1,14,4,NA,16,13,8,7,0,4,1,50,157,3,15,0,0,0,2,NA,2,0,0,0,0,0,0,1,17,0,10,2,6,11,8,NA,41,23,23,6,0,3,1,56,315,6,114,0,0,1,0,NA,0,0,0,0,0,0,0,3,8,1,1,1,1,5,3,NA,8,9,8,5,0,1,0,19,101,1,33,0,0,0,0,NA,0,0,0,0,0,0,0,0,14,0,14
179159,52,28,97,16,3,139,108,72,39,18,56,11,269,1503,31,437,44,6,63,3,0,56,34,13,10,1,20,3,160,555,11,59,10,3,6,3,0,39,18,15,2,1,3,1,33,225,0,86,25,20,67,10,3,68,72,37,29,14,39,8,169,947,23,275,2,0,6,0,0,5,2,2,0,0,2,1,26,60,1,3,9,4,14,2,0,17,11,15,6,3,7,1,30,190,4,52,1,0,1,0,0,0,0,0,0,0,1,0,0,9,0,4
179308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
179326,19,46,NA,4,NA,6,41,31,8,3,1,4,32,254,5,41,16,14,NA,0,NA,3,23,10,4,0,0,0,15,98,0,3,0,1,NA,0,NA,0,0,0,0,1,0,0,0,3,0,0,10,35,NA,3,NA,3,31,22,5,2,0,1,20,173,4,29,1,1,NA,0,NA,0,0,1,0,0,0,0,3,6,0,0,0,1,NA,0,NA,0,4,2,1,0,1,1,1,13,0,1,7,7,NA,1,NA,3,5,5,2,0,0,2,6,52,1,10
179557,92,164,9,16,116,90,45,95,44,38,41,95,249,1579,112,153,77,44,6,6,48,36,34,11,17,3,19,28,117,625,61,21,1,0,1,0,2,0,0,0,0,0,0,0,2,9,1,2,57,153,5,14,80,70,38,73,30,26,32,83,196,1244,88,128,21,0,1,0,1,5,1,1,0,0,1,2,11,55,0,0,5,7,0,2,27,8,3,16,11,9,4,4,23,173,14,15,5,0,1,0,3,3,0,1,1,1,1,1,2,29,1,2
179566,162,462,NA,62,65,162,97,252,NA,62,193,205,692,3186,111,294,129,113,NA,13,33,54,32,48,NA,4,76,91,393,1222,49,37,7,7,NA,1,2,8,2,4,NA,0,3,1,15,58,0,5,123,409,NA,55,44,138,79,205,NA,54,157,174,581,2645,91,239,16,1,NA,0,0,3,1,4,NA,0,9,4,29,96,1,9,9,27,NA,2,15,4,10,26,NA,7,17,18,43,251,14,27,2,4,NA,1,0,1,1,2,NA,0,2,1,11,29,0,3
179867,235,9,292,37,1,246,NA,167,NA,NA,237,105,222,1994,1,11,164,5,182,5,0,96,NA,37,NA,NA,118,22,116,953,0,2,59,0,51,2,0,107,NA,32,NA,NA,41,26,56,450,0,1,77,6,142,27,1,86,NA,78,NA,NA,108,44,117,894,0,6,51,0,33,0,0,12,NA,4,NA,NA,14,6,10,165,1,0,31,2,48,5,0,24,NA,36,NA,NA,53,19,27,336,0,3,3,0,8,0,0,3,NA,7,NA,NA,6,1,5,40,0,1
179894,39,27,2,21,8,26,5,29,NA,NA,23,146,81,544,43,21,28,7,2,4,3,12,1,9,NA,NA,9,64,50,248,19,4,1,0,0,0,0,1,0,1,NA,NA,1,7,3,19,2,0,26,24,1,18,7,17,3,19,NA,NA,12,101,40,352,22,13,3,0,0,0,0,1,0,2,NA,NA,4,0,10,20,0,0,6,2,0,2,1,5,1,4,NA,NA,5,21,18,100,14,7,2,1,0,0,0,2,0,1,NA,NA,1,6,7,29,4,1
179964,5,19,NA,1,1,14,16,10,5,4,NA,5,29,178,2,0,4,7,NA,0,1,2,9,3,2,0,NA,1,15,55,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,0,0,4,15,NA,1,0,10,10,8,3,3,NA,3,19,125,2,0,0,0,NA,0,0,0,2,0,0,0,NA,0,3,6,0,0,0,1,NA,0,1,1,1,0,1,0,NA,1,1,16,0,0,1,3,NA,0,0,2,1,2,0,1,NA,0,4,22,0,0
180106,5,16,6,3,NA,34,0,7,NA,NA,10,3,26,221,5,82,4,3,4,1,NA,12,0,3,NA,NA,8,1,17,84,3,17,0,0,0,0,NA,1,0,0,NA,NA,0,0,1,3,0,1,4,13,4,3,NA,26,0,6,NA,NA,8,1,19,167,4,60,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,1,1,0,NA,2,0,0,NA,NA,1,0,2,15,0,4,1,1,0,0,NA,0,0,1,NA,NA,0,1,3,20,1,12
180179,NA,43,NA,7,31,14,14,36,14,NA,7,12,111,353,11,27,NA,9,NA,0,13,4,3,7,6,NA,5,9,57,134,5,3,NA,0,NA,0,1,1,0,0,0,NA,0,0,1,4,0,0,NA,39,NA,6,20,9,13,30,12,NA,5,12,88,283,5,22,NA,0,NA,0,2,1,0,0,1,NA,0,0,5,11,1,0,NA,4,NA,1,3,1,0,3,0,NA,1,0,7,23,2,1,NA,0,NA,0,3,1,1,2,1,NA,0,0,7,22,2,3
180416,17,NA,126,NA,6,20,NA,NA,NA,NA,NA,NA,44,295,NA,75,11,NA,104,NA,3,7,NA,NA,NA,NA,NA,NA,30,182,NA,24,1,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,1,3,NA,0,15,NA,103,NA,4,17,NA,NA,NA,NA,NA,NA,33,244,NA,66,0,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,0,9,NA,2,0,NA,5,NA,0,1,NA,NA,NA,NA,NA,NA,2,12,NA,4,1,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,8,25,NA,3
180461,99,86,379,35,51,241,7,147,NA,NA,124,138,389,2667,NA,374,79,16,285,11,19,103,4,38,NA,NA,50,82,255,1305,NA,70,4,1,8,1,0,1,0,3,NA,NA,1,3,3,37,NA,7,86,71,315,29,43,217,6,130,NA,NA,109,112,344,2281,NA,302,3,0,12,0,1,1,0,1,NA,NA,0,0,4,25,NA,0,2,3,13,2,2,11,1,6,NA,NA,7,8,14,122,NA,24,2,0,10,0,2,3,0,3,NA,NA,2,3,5,55,NA,16
180489,79,42,NA,30,0,97,0,107,NA,33,116,104,147,1140,62,52,54,8,NA,4,0,42,0,23,NA,4,39,42,85,479,28,7,1,1,NA,0,0,0,0,3,NA,0,1,1,1,9,0,1,62,28,NA,25,0,77,0,74,NA,19,91,77,113,888,44,47,2,0,NA,0,0,2,0,2,NA,0,2,0,6,14,0,0,3,5,NA,3,0,7,0,7,NA,3,9,9,7,76,10,1,6,3,NA,1,0,7,0,10,NA,2,4,6,8,64,4,3
180595,2,18,NA,3,NA,26,16,15,NA,NA,7,5,27,152,3,NA,2,3,NA,0,NA,5,7,5,NA,NA,2,0,17,61,3,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,0,0,0,0,NA,1,13,NA,2,NA,22,13,10,NA,NA,6,2,19,116,2,NA,0,0,NA,0,NA,1,1,1,NA,NA,0,0,5,8,0,NA,1,2,NA,0,NA,3,1,3,NA,NA,1,1,0,14,0,NA,0,1,NA,0,NA,0,0,0,NA,NA,0,1,0,3,0,NA
180692,NA,110,NA,6,0,19,14,8,NA,NA,1,3,32,256,NA,NA,NA,25,NA,0,0,8,6,0,NA,NA,0,0,21,87,NA,NA,NA,1,NA,0,0,0,0,0,NA,NA,0,0,0,1,NA,NA,NA,77,NA,5,0,17,11,8,NA,NA,1,3,27,201,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,0,0,0,1,NA,NA,NA,2,NA,0,0,0,1,0,NA,NA,0,0,1,9,NA,NA,NA,26,NA,1,0,1,1,0,NA,NA,0,0,2,36,NA,NA
180814,415,15,NA,0,1,7,26,57,43,21,131,31,989,2021,16,177,309,9,NA,0,0,0,19,10,23,1,26,7,449,909,4,16,35,0,NA,0,0,0,1,0,0,0,0,4,35,85,1,4,228,11,NA,0,0,5,17,35,27,10,92,18,553,1179,9,118,0,0,NA,0,0,0,0,0,0,0,0,0,2,2,0,0,100,4,NA,0,0,2,6,19,13,0,27,7,286,531,4,43,38,0,NA,0,1,0,1,1,2,10,7,2,88,167,2,9
180832,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,193,NA,188,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,19,NA,18,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,6,NA,6,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,127,NA,123,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,26,NA,26,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,18,NA,18
180948,NA,104,NA,5,NA,18,22,18,21,5,NA,6,94,385,7,3,NA,17,NA,1,NA,4,15,3,8,1,NA,2,43,126,2,0,NA,0,NA,0,NA,0,0,0,0,1,NA,0,0,1,0,0,NA,93,NA,5,NA,17,12,13,14,2,NA,5,81,322,6,2,NA,0,NA,0,NA,0,1,0,1,0,NA,0,1,5,0,0,NA,9,NA,0,NA,1,8,5,4,2,NA,1,11,49,1,0,NA,1,NA,0,NA,0,0,0,2,0,NA,0,1,4,0,0
180984,9,54,NA,4,1,14,18,24,14,NA,1,13,44,252,5,3,9,13,NA,1,1,5,9,10,7,NA,0,5,27,117,3,2,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,1,0,7,48,NA,4,0,13,12,20,9,NA,1,10,34,209,4,2,0,0,NA,0,0,0,0,2,0,NA,0,0,0,2,0,0,1,3,NA,0,0,0,3,2,2,NA,0,2,5,19,0,0,1,3,NA,0,1,1,1,0,3,NA,0,0,5,18,0,1
181002,18,13,NA,14,NA,196,NA,56,7,9,60,11,248,1048,14,333,14,1,NA,2,NA,80,NA,15,1,1,22,5,155,397,8,58,2,1,NA,3,NA,21,NA,4,0,1,5,1,15,93,0,34,11,11,NA,6,NA,130,NA,39,6,6,38,5,192,730,10,222,0,0,NA,0,NA,7,NA,0,0,0,0,0,2,20,3,7,4,1,NA,2,NA,20,NA,8,1,1,12,3,22,124,1,43,0,0,NA,1,NA,1,NA,0,0,0,1,0,6,13,0,4
181020,13,26,18,5,20,10,17,13,0,6,5,15,35,217,6,10,7,11,16,0,8,4,11,2,0,0,2,2,26,109,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,10,24,12,4,10,7,15,11,0,5,2,13,25,166,4,9,2,0,2,0,0,0,1,1,0,0,0,0,4,10,0,0,0,2,4,1,6,3,1,1,0,1,1,2,6,33,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
181215,17,177,NA,28,44,31,65,45,20,43,26,42,160,863,13,71,15,22,NA,8,11,9,31,10,7,6,13,9,92,278,5,7,0,1,NA,0,2,0,1,0,0,0,1,1,1,8,0,0,15,149,NA,23,30,28,53,39,10,26,12,33,116,651,11,52,1,2,NA,2,2,0,3,1,1,2,2,0,13,40,1,1,1,19,NA,3,9,3,5,5,7,12,8,5,29,134,1,15,0,2,NA,0,0,0,1,0,1,0,0,0,0,4,0,0
181297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8
181330,NA,66,NA,0,1,14,33,13,18,8,4,7,57,271,3,40,NA,19,NA,0,1,5,20,2,8,2,3,2,38,112,2,5,NA,0,NA,0,0,0,1,1,1,0,0,1,0,6,0,2,NA,42,NA,0,0,8,20,9,10,2,3,5,28,153,2,21,NA,1,NA,0,0,1,0,0,1,0,0,0,10,16,0,2,NA,15,NA,0,1,4,7,1,6,3,0,1,13,67,1,13,NA,7,NA,0,0,1,5,2,0,2,1,0,5,26,0,2
181394,192,246,NA,34,338,153,69,173,242,32,58,82,420,2399,75,54,160,52,NA,9,140,48,28,24,89,4,30,27,244,999,30,5,14,7,NA,0,6,16,3,2,9,3,0,2,19,96,3,7,127,189,NA,25,223,90,41,116,141,19,38,54,284,1567,48,20,17,1,NA,1,4,5,3,5,10,1,1,4,28,103,4,3,16,20,NA,0,54,14,7,19,36,7,9,10,38,273,9,9,2,2,NA,0,4,1,0,2,5,0,0,0,5,27,0,2
181428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
181446,1,30,NA,11,0,46,57,37,9,13,12,24,37,338,11,29,1,10,NA,1,0,17,39,7,4,1,5,9,24,138,1,7,0,0,NA,0,0,0,0,1,0,1,0,1,0,7,0,2,0,26,NA,11,0,40,48,29,8,10,11,21,31,282,9,22,0,0,NA,0,0,0,0,1,0,0,0,1,1,5,0,0,0,1,NA,0,0,4,7,3,1,2,1,1,4,30,1,4,0,2,NA,0,0,1,1,0,0,0,0,0,0,6,1,1
181464,115,248,400,45,2,259,NA,246,38,NA,173,152,900,4021,287,55,88,68,339,8,1,106,NA,42,4,NA,80,66,559,1955,102,8,18,3,10,1,0,19,NA,8,0,NA,10,6,28,147,7,2,64,209,319,38,2,195,NA,186,27,NA,128,113,730,3128,223,47,17,0,15,0,0,14,NA,3,2,NA,7,7,34,179,9,0,8,29,44,3,0,21,NA,34,9,NA,18,16,77,391,31,3,1,1,3,1,0,4,NA,3,0,NA,3,2,8,47,3,1
181534,6,42,NA,2,0,11,13,39,20,NA,2,9,79,234,NA,NA,1,7,NA,1,0,1,5,6,4,NA,2,5,41,76,NA,NA,0,2,NA,0,0,0,0,1,0,NA,0,0,0,3,NA,NA,6,39,NA,2,0,10,9,32,17,NA,2,6,59,193,NA,NA,0,0,NA,0,0,0,1,1,0,NA,0,0,3,5,NA,NA,0,0,NA,0,0,1,3,4,3,NA,0,1,13,25,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,2,2,NA,NA
181783,36,159,NA,4,NA,34,30,48,71,NA,6,25,136,669,22,5,33,45,NA,0,NA,10,21,10,25,NA,1,9,63,283,12,0,1,0,NA,0,NA,1,0,0,1,NA,0,0,3,7,0,0,27,150,NA,4,NA,30,23,39,53,NA,4,17,114,561,18,5,3,1,NA,0,NA,1,4,0,2,NA,0,3,1,19,1,0,4,7,NA,0,NA,0,1,8,13,NA,1,4,14,61,3,0,0,0,NA,0,NA,0,0,1,1,NA,0,0,2,5,0,0
182005,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,91,141,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,38,52,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,10,17,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,36,55,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,36,51,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3,5,NA,1
182281,239,384,239,78,0,246,245,520,297,104,269,352,1068,4880,154,365,185,71,188,25,0,97,108,117,100,20,122,135,541,1987,69,75,84,28,48,9,0,77,60,70,23,5,20,45,202,857,15,131,52,130,64,30,0,63,61,140,76,16,88,113,302,1350,56,55,7,0,3,0,0,2,2,5,2,0,3,2,80,116,2,4,65,197,103,34,0,86,89,241,156,68,127,138,356,1977,64,122,3,4,1,1,0,1,5,4,5,2,3,5,15,65,5,7
182290,225,93,317,55,62,367,NA,262,145,105,164,76,584,3523,128,514,167,30,239,19,32,140,NA,64,52,15,79,26,362,1571,45,115,41,4,37,1,0,60,NA,19,5,3,7,4,38,295,5,50,99,52,168,37,41,171,NA,119,62,40,96,54,348,1872,76,264,7,1,3,0,5,5,NA,3,0,0,2,0,8,42,1,4,42,28,73,12,13,87,NA,87,59,50,47,12,128,916,33,133,8,1,8,0,1,7,NA,5,6,4,4,1,14,84,0,13
182306,6,30,NA,8,NA,2,NA,NA,NA,NA,11,0,17,109,NA,20,4,2,NA,1,NA,1,NA,NA,NA,NA,4,0,9,33,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,3,22,NA,8,NA,2,NA,NA,NA,NA,9,0,9,77,NA,16,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,8,NA,0,NA,0,NA,NA,NA,NA,2,0,6,25,NA,4,2,0,NA,0,NA,0,NA,NA,NA,NA,0,0,2,6,NA,0
182500,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,9,39,NA,17,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,15,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,8,24,NA,8,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,9,NA,6,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0
182564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
182670,103,NA,214,29,0,70,NA,60,NA,NA,348,51,NA,1257,NA,NA,77,NA,110,6,0,28,NA,11,NA,NA,202,23,NA,651,NA,NA,28,NA,26,0,0,7,NA,3,NA,NA,61,5,NA,182,NA,NA,41,NA,127,19,0,42,NA,37,NA,NA,170,30,NA,659,NA,NA,12,NA,18,1,0,3,NA,5,NA,NA,33,1,NA,119,NA,NA,14,NA,28,6,0,12,NA,11,NA,NA,53,11,NA,192,NA,NA,2,NA,3,0,0,2,NA,2,NA,NA,8,1,NA,31,NA,NA
182795,NA,16,NA,4,NA,11,21,19,17,5,4,2,54,274,16,79,NA,0,NA,1,NA,1,14,6,7,0,3,1,36,111,12,20,NA,0,NA,0,NA,0,0,1,0,1,0,0,1,5,0,2,NA,12,NA,4,NA,9,16,14,11,2,2,1,38,206,14,63,NA,0,NA,0,NA,0,2,1,0,0,2,0,5,10,0,0,NA,2,NA,0,NA,2,3,1,4,2,0,1,6,37,2,8,NA,1,NA,0,NA,0,0,1,2,0,0,0,3,11,0,4
182980,13,7,NA,4,1,13,22,30,39,4,9,37,42,237,5,7,7,1,NA,2,1,4,14,5,23,1,8,12,24,106,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,NA,3,1,7,12,15,19,2,3,23,24,124,2,2,1,0,NA,0,0,1,2,0,0,0,0,0,3,7,0,0,4,0,NA,1,0,2,3,12,11,2,1,4,9,56,2,4,7,0,NA,0,0,3,3,3,7,0,5,10,5,44,0,1
183026,2390,44,37,821,1524,30,119,3538,1059,670,543,953,8012,23952,650,2308,1782,4,30,194,731,12,92,611,469,79,171,344,3216,8903,195,356,111,0,0,7,38,1,1,56,14,6,11,31,224,593,8,65,1391,40,31,536,829,24,73,1957,598,367,231,576,4481,13428,306,1126,4,0,0,1,1,1,0,64,0,0,95,0,95,303,40,1,495,1,4,178,422,2,32,952,301,215,134,206,1977,5985,160,716,306,1,2,63,181,1,9,375,118,59,48,100,1033,2908,119,348
183044,78,3,209,72,0,236,125,186,66,34,144,71,514,2525,153,229,65,0,165,27,0,63,60,29,45,2,66,22,305,1058,55,13,5,0,6,1,0,10,3,2,0,0,5,2,16,71,5,7,60,3,182,60,0,191,110,161,61,31,116,59,451,2165,131,198,2,0,3,0,0,4,1,3,0,0,5,0,11,36,2,2,5,0,6,8,0,10,7,14,3,2,10,5,18,127,9,11,5,0,6,2,0,12,3,3,1,0,3,1,8,68,4,7
183062,18,68,NA,18,2,15,24,51,26,NA,27,84,72,629,21,63,15,14,NA,4,0,4,15,2,11,NA,7,35,37,242,9,5,1,0,NA,0,0,0,0,0,0,NA,0,2,0,4,0,1,15,63,NA,18,1,14,21,42,22,NA,22,72,61,536,17,52,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,NA,0,0,1,0,5,2,NA,3,3,5,35,0,4,2,4,NA,0,1,0,2,2,1,NA,2,4,4,36,3,1
183080,9,54,NA,15,NA,24,63,37,55,13,13,33,188,686,24,70,9,7,NA,3,NA,9,47,6,32,1,8,14,140,347,12,13,1,1,NA,0,NA,0,0,0,0,0,0,1,1,6,0,2,6,49,NA,12,NA,20,51,26,46,11,10,28,150,560,20,57,0,0,NA,1,NA,0,1,0,0,0,0,0,5,11,0,2,1,2,NA,0,NA,1,1,4,4,0,0,2,7,30,1,5,1,1,NA,2,NA,2,9,5,4,2,2,1,16,57,1,4
183211,NA,13,NA,2,NA,10,5,10,15,0,1,NA,29,223,NA,134,NA,1,NA,0,NA,2,4,2,10,0,1,NA,23,48,NA,5,NA,0,NA,0,NA,1,0,0,0,0,0,NA,1,8,NA,6,NA,6,NA,2,NA,7,5,9,11,0,0,NA,24,162,NA,94,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,NA,4,NA,0,NA,0,0,0,1,0,1,NA,0,28,NA,22,NA,2,NA,0,NA,1,0,1,2,0,0,NA,2,18,NA,10
183239,9,20,0,3,1,21,NA,37,0,5,72,6,127,482,24,97,8,1,0,1,0,3,NA,9,0,0,37,1,91,194,8,5,0,0,0,0,0,0,NA,0,0,0,1,0,1,5,0,3,7,18,0,3,1,18,NA,32,0,4,58,5,107,414,19,87,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,0,1,7,0,11,31,5,3,1,1,0,0,0,0,NA,1,0,0,4,0,5,15,0,2
183257,8,36,NA,NA,3,NA,NA,32,8,16,NA,NA,52,232,1,42,6,6,NA,NA,0,NA,NA,7,3,1,NA,NA,27,83,0,9,0,0,NA,NA,0,NA,NA,1,0,1,NA,NA,0,4,0,2,7,35,NA,NA,3,NA,NA,29,8,14,NA,NA,45,202,1,36,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,0,1,0,NA,NA,0,NA,NA,1,0,1,NA,NA,6,16,0,1,0,1,NA,NA,0,NA,NA,1,0,0,NA,NA,0,6,0,3
183488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
183789,12,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,40,93,317,NA,103,10,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,13,29,78,NA,8,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,14,35,NA,7,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,3,NA,0,5,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,14,52,162,NA,46,2,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,19,23,107,NA,48
