UNITID,11_CTOTALT,13_CTOTALT,14_CTOTALT,23_CTOTALT,24_CTOTALT,26_CTOTALT,31_CTOTALT,42_CTOTALT,43_CTOTALT,44_CTOTALT,45_CTOTALT,50_CTOTALT,52_CTOTALT,99_CTOTALT,09_CTOTALT,51_CTOTALT,11_CTOTALM,13_CTOTALM,14_CTOTALM,23_CTOTALM,24_CTOTALM,26_CTOTALM,31_CTOTALM,42_CTOTALM,43_CTOTALM,44_CTOTALM,45_CTOTALM,50_CTOTALM,52_CTOTALM,99_CTOTALM,09_CTOTALM,51_CTOTALM,11_CASIAT,13_CASIAT,14_CASIAT,23_CASIAT,24_CASIAT,26_CASIAT,31_CASIAT,42_CASIAT,43_CASIAT,44_CASIAT,45_CASIAT,50_CASIAT,52_CASIAT,99_CASIAT,09_CASIAT,51_CASIAT,11_CWHITT,13_CWHITT,14_CWHITT,23_CWHITT,24_CWHITT,26_CWHITT,31_CWHITT,42_CWHITT,43_CWHITT,44_CWHITT,45_CWHITT,50_CWHITT,52_CWHITT,99_CWHITT,09_CWHITT,51_CWHITT,11_CNRALT,13_CNRALT,14_CNRALT,23_CNRALT,24_CNRALT,26_CNRALT,31_CNRALT,42_CNRALT,43_CNRALT,44_CNRALT,45_CNRALT,50_CNRALT,52_CNRALT,99_CNRALT,09_CNRALT,51_CNRALT,11_BLACKHISRACES,13_BLACKHISRACES,14_BLACKHISRACES,23_BLACKHISRACES,24_BLACKHISRACES,26_BLACKHISRACES,31_BLACKHISRACES,42_BLACKHISRACES,43_BLACKHISRACES,44_BLACKHISRACES,45_BLACKHISRACES,50_BLACKHISRACES,52_BLACKHISRACES,99_BLACKHISRACES,09_BLACKHISRACES,51_BLACKHISRACES,11_OTHERRACES,13_OTHERRACES,14_OTHERRACES,23_OTHERRACES,24_OTHERRACES,26_OTHERRACES,31_OTHERRACES,42_OTHERRACES,43_OTHERRACES,44_OTHERRACES,45_OTHERRACES,50_OTHERRACES,52_OTHERRACES,99_OTHERRACES,09_OTHERRACES,51_OTHERRACES
174783,95,92,89,19,0,64,15,102,33,55,35,46,216,1243,72,127,78,34,78,6,0,18,8,23,15,7,21,22,111,566,36,17,7,3,3,0,0,1,0,5,1,3,1,4,12,57,5,7,39,83,57,16,0,46,13,71,25,30,18,33,143,847,49,84,27,1,18,0,0,8,1,1,2,4,6,2,29,116,1,7,17,4,8,2,0,6,1,22,4,16,9,4,26,173,11,22,0,0,0,0,0,1,0,1,0,0,0,1,2,7,1,0
174792,24,5,NA,4,NA,53,NA,13,NA,NA,42,4,162,370,24,8,24,5,NA,4,NA,53,NA,13,NA,NA,42,4,162,370,24,8,2,0,NA,0,NA,3,NA,0,NA,NA,0,0,6,14,0,1,19,4,NA,3,NA,37,NA,10,NA,NA,32,4,135,294,18,6,2,0,NA,0,NA,2,NA,0,NA,NA,3,0,2,10,0,1,1,1,NA,1,NA,9,NA,3,NA,NA,7,0,19,49,5,0,0,0,NA,0,NA,2,NA,0,NA,NA,0,0,0,3,1,0
174817,21,16,NA,5,NA,20,NA,28,20,NA,1,9,80,317,4,68,14,2,NA,0,NA,5,NA,3,15,NA,1,3,39,132,2,9,1,0,NA,0,NA,1,NA,1,2,NA,0,0,2,10,0,3,6,14,NA,4,NA,16,NA,18,15,NA,1,4,57,206,1,33,2,1,NA,0,NA,0,NA,0,0,NA,0,0,2,6,0,0,10,0,NA,1,NA,2,NA,8,3,NA,0,1,13,71,3,26,2,1,NA,0,NA,1,NA,1,0,NA,0,4,6,23,0,6
174844,28,20,NA,20,2,81,32,58,NA,14,108,62,NA,646,NA,23,21,11,NA,4,0,24,14,14,NA,2,63,27,NA,277,NA,4,1,1,NA,2,0,6,2,10,NA,0,7,1,NA,45,NA,2,15,16,NA,18,1,52,25,34,NA,7,68,46,NA,438,NA,13,6,0,NA,0,1,4,2,6,NA,0,20,5,NA,65,NA,2,5,2,NA,0,0,13,1,4,NA,6,10,6,NA,69,NA,5,0,1,NA,0,0,2,0,1,NA,0,0,0,NA,4,NA,0
174862,NA,10,NA,1,8,3,16,22,1,NA,3,2,16,146,11,7,NA,1,NA,0,2,2,12,3,1,NA,2,1,6,64,4,0,NA,1,NA,0,0,0,0,0,0,NA,0,0,1,8,2,0,NA,8,NA,1,5,3,13,17,1,NA,2,2,15,118,8,7,NA,0,NA,0,0,0,2,0,0,NA,0,0,0,3,0,0,NA,1,NA,0,3,0,1,3,0,NA,1,0,0,13,1,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
174899,15,24,NA,6,1,75,NA,55,NA,45,2,0,67,603,3,295,11,4,NA,2,0,30,NA,7,NA,4,0,0,38,139,1,34,0,0,NA,0,0,0,NA,3,NA,0,0,0,0,12,0,9,12,22,NA,6,0,70,NA,45,NA,32,1,0,49,494,2,242,0,0,NA,0,0,1,NA,0,NA,0,0,0,5,7,0,1,0,2,NA,0,1,3,NA,3,NA,5,0,0,6,49,1,26,2,0,NA,0,0,1,NA,1,NA,6,0,0,3,21,0,8
174914,76,30,135,16,3,136,46,57,NA,13,84,43,607,1423,35,18,56,6,106,1,0,42,13,9,NA,3,41,19,356,727,11,1,7,0,6,1,0,5,1,1,NA,0,2,2,25,54,1,1,45,25,99,14,1,112,37,40,NA,9,61,32,493,1100,24,11,6,0,6,0,0,2,0,5,NA,0,6,1,14,44,0,0,11,3,11,1,2,11,4,6,NA,1,4,7,39,117,5,6,5,2,6,0,0,3,1,4,NA,3,6,1,18,59,2,0
175005,1,32,NA,10,10,23,17,40,1,35,8,9,38,484,5,225,0,0,NA,0,1,0,0,1,0,0,0,0,1,11,0,8,0,4,NA,1,1,5,1,8,0,3,2,0,6,60,0,27,0,19,NA,4,6,9,13,18,1,16,3,6,17,263,4,126,0,0,NA,0,0,2,0,2,0,0,0,0,1,6,0,1,1,8,NA,5,3,5,2,8,0,11,2,3,12,115,0,50,0,0,NA,0,0,1,0,0,0,4,0,0,0,16,1,9
175014,9,24,NA,NA,NA,NA,NA,NA,8,15,NA,3,36,233,NA,138,6,1,NA,NA,NA,NA,NA,NA,4,0,NA,1,9,39,NA,18,0,1,NA,NA,NA,NA,NA,NA,1,0,NA,2,2,16,NA,10,6,11,NA,NA,NA,NA,NA,NA,5,8,NA,1,19,127,NA,77,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,2,10,NA,NA,NA,NA,NA,NA,1,7,NA,0,10,63,NA,33,1,2,NA,NA,NA,NA,NA,NA,1,0,NA,0,4,20,NA,12
175078,20,87,NA,7,6,6,36,20,13,31,9,9,58,398,12,57,17,8,NA,1,2,1,20,3,4,1,6,4,28,124,4,7,1,3,NA,1,0,0,2,0,0,0,1,0,3,13,0,2,9,75,NA,2,4,5,24,20,12,27,7,6,40,294,8,30,8,0,NA,0,0,0,2,0,0,0,0,0,3,13,0,0,1,7,NA,3,1,1,7,0,1,4,0,1,10,64,3,25,1,1,NA,0,0,0,1,0,0,0,0,0,0,4,0,0
175227,11,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,17,11,98,NA,NA,11,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,2,9,71,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,10,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,13,7,72,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA
175272,53,204,25,11,0,67,83,61,26,71,22,24,187,1247,59,247,41,42,20,4,0,18,21,9,13,9,10,7,108,399,23,31,5,5,0,1,0,2,1,2,0,3,1,0,7,47,4,13,36,181,21,9,0,59,76,50,23,51,21,22,160,1049,50,196,8,0,3,1,0,0,0,2,0,0,0,0,1,19,0,4,4,15,1,0,0,2,3,6,3,10,0,1,13,91,4,21,0,0,0,0,0,1,0,0,0,2,0,0,2,9,1,3
175342,12,7,NA,3,55,107,14,36,23,20,0,6,23,460,7,65,7,1,NA,0,22,16,13,7,7,0,0,4,10,123,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,3,1,0,1,0,0,0,0,0,13,0,6,0,0,NA,0,0,1,0,1,0,0,0,0,2,7,0,1,12,5,NA,3,51,105,14,33,23,20,0,5,21,434,6,57,0,1,NA,0,1,0,0,1,0,0,0,1,0,6,1,1
175421,16,4,NA,13,3,7,31,27,6,4,6,43,58,297,6,41,12,0,NA,6,1,0,21,4,4,1,0,13,29,109,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,3,0,1,4,2,NA,7,1,4,12,7,2,1,1,28,26,124,4,11,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,11,2,NA,3,2,2,19,17,4,2,3,11,23,137,1,25,1,0,NA,2,0,0,0,2,0,1,1,3,7,23,0,3
175616,NA,85,NA,4,27,26,NA,19,6,19,5,23,77,430,NA,73,NA,33,NA,3,12,6,NA,5,3,0,3,15,35,154,NA,7,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,55,NA,4,11,12,NA,9,2,6,4,11,47,253,NA,51,NA,2,NA,0,0,1,NA,0,1,1,0,1,8,16,NA,1,NA,27,NA,0,16,13,NA,8,3,12,1,10,21,151,NA,18,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,4,NA,2
175856,25,122,35,3,16,73,NA,41,75,66,25,14,111,826,34,71,15,27,25,1,6,13,NA,6,22,3,8,7,38,256,18,5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3,0,2,1,7,NA,2,5,0,1,2,4,38,2,2,3,2,2,0,0,0,NA,0,0,0,0,0,4,13,0,0,22,115,33,1,15,63,NA,38,70,64,24,12,102,765,32,68,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0
176017,50,212,153,24,59,149,137,175,115,114,147,61,1058,3886,362,748,43,28,106,5,30,52,53,20,46,33,63,28,653,1462,72,105,4,1,7,1,1,12,3,5,1,0,2,1,21,90,4,22,36,177,129,19,30,109,106,114,88,81,118,45,899,3036,312,542,2,1,4,1,0,0,0,1,0,0,1,3,7,24,0,1,8,24,7,3,26,26,19,48,24,28,24,11,106,630,38,167,0,3,0,0,0,0,2,0,0,3,0,0,6,17,0,2
176035,NA,23,NA,9,12,18,21,13,NA,NA,6,18,96,637,6,385,NA,0,NA,2,4,6,6,2,NA,NA,2,4,34,105,4,35,NA,0,NA,0,0,0,0,0,NA,NA,0,0,1,5,0,4,NA,19,NA,6,6,13,14,7,NA,NA,4,8,56,367,4,210,NA,0,NA,0,0,0,0,0,NA,NA,0,0,2,4,0,1,NA,4,NA,3,6,3,7,6,NA,NA,2,10,36,253,2,166,NA,0,NA,0,0,2,0,0,NA,NA,0,0,1,7,0,4
176044,2,32,NA,3,50,10,15,NA,5,5,3,4,30,174,5,0,1,7,NA,1,28,1,12,NA,2,0,1,3,12,75,1,0,0,1,NA,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,NA,0,3,0,2,NA,0,0,0,0,1,6,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,31,NA,3,45,9,13,NA,5,4,3,4,29,162,5,0,0,0,NA,0,0,1,0,NA,0,1,0,0,0,2,0,0
176053,3,37,7,16,NA,61,53,37,25,9,10,22,99,579,36,102,3,2,7,2,NA,27,22,10,14,2,4,7,55,203,11,17,0,0,0,0,NA,1,1,0,1,0,0,0,5,13,1,3,3,30,6,11,NA,46,32,28,13,6,6,17,63,394,32,60,0,0,1,0,NA,3,3,0,0,0,1,1,6,19,1,0,0,6,0,5,NA,7,14,8,9,2,2,4,18,130,2,39,0,1,0,0,NA,2,1,0,1,0,1,0,6,13,0,0
176080,110,323,672,22,64,224,243,317,NA,25,125,53,849,4337,134,10,95,49,530,4,27,53,102,50,NA,5,45,16,500,2068,44,2,11,1,23,0,0,4,2,4,NA,0,2,2,11,68,0,0,64,271,529,20,29,174,192,232,NA,17,89,38,689,3418,112,9,6,0,9,0,0,1,1,3,NA,0,1,0,9,33,0,0,24,44,82,2,29,33,37,57,NA,6,26,12,116,661,18,0,1,1,8,0,6,1,7,8,NA,2,3,0,9,61,2,0
176372,107,200,34,44,153,121,177,172,116,69,55,106,438,2526,49,343,85,18,28,11,62,36,94,37,42,4,25,48,218,907,12,45,2,0,2,0,1,3,2,1,1,0,1,2,14,42,0,7,69,155,24,37,76,78,95,94,71,31,32,72,291,1574,27,206,0,1,0,0,2,3,2,1,1,0,1,1,10,33,1,3,31,35,5,4,68,32,70,65,39,37,17,27,100,762,18,114,3,0,0,0,2,0,0,0,2,0,1,1,3,17,1,2
176406,0,10,NA,3,NA,17,14,12,NA,2,21,4,NA,96,8,NA,0,1,NA,2,NA,2,8,1,NA,0,8,4,NA,32,4,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,1,NA,0,0,0,NA,1,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,0,NA,0,9,NA,2,NA,16,13,8,NA,2,19,4,NA,85,7,NA,0,1,NA,1,NA,1,1,1,NA,0,2,0,NA,8,1,NA
176479,NA,158,NA,7,26,38,0,31,12,NA,7,15,34,498,10,142,NA,45,NA,1,10,12,0,4,2,NA,7,5,22,136,4,13,NA,2,NA,0,0,0,0,1,1,NA,0,0,1,6,0,0,NA,106,NA,6,20,29,0,19,9,NA,4,9,23,322,3,78,NA,5,NA,0,2,1,0,2,0,NA,0,2,7,23,3,1,NA,43,NA,0,2,8,0,9,1,NA,3,4,3,132,3,55,NA,0,NA,0,1,0,0,0,1,NA,0,0,0,3,0,1
176628,11,10,NA,3,11,11,12,14,NA,9,5,10,32,197,17,51,8,1,NA,0,7,5,9,1,NA,1,4,4,17,74,12,5,0,0,NA,0,0,0,0,0,NA,0,0,1,0,4,0,3,3,6,NA,3,3,3,6,8,NA,5,3,6,16,98,7,28,2,0,NA,0,0,0,0,0,NA,0,0,0,1,6,0,3,6,4,NA,0,7,8,6,5,NA,4,2,3,15,85,10,15,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,0,1
176947,10,31,NA,3,NA,27,19,15,17,NA,1,2,33,221,6,40,8,15,NA,1,NA,10,13,1,8,NA,0,1,18,90,2,6,1,0,NA,0,NA,0,0,0,0,NA,0,0,0,2,0,0,5,29,NA,1,NA,23,7,13,13,NA,1,2,18,161,4,34,2,0,NA,0,NA,2,5,1,0,NA,0,0,5,17,1,1,2,2,NA,2,NA,0,3,0,1,NA,0,0,6,22,0,2,0,0,NA,0,NA,1,1,0,1,NA,0,0,2,6,1,0
176965,134,198,5,11,84,41,73,41,110,31,40,44,173,1384,48,142,114,29,4,5,37,13,39,8,46,1,17,16,108,605,25,12,3,1,0,0,0,1,0,0,1,0,0,0,1,10,1,2,86,175,4,9,60,33,55,25,92,17,31,34,145,1095,42,110,20,1,0,0,0,1,1,0,0,0,0,0,0,32,0,6,12,13,1,1,12,1,11,13,9,11,7,9,20,166,2,22,2,0,0,0,1,2,1,1,0,1,0,0,1,10,1,0
177065,56,NA,NA,18,162,31,18,76,76,56,12,10,366,981,3,69,45,NA,NA,5,90,9,9,12,33,7,6,4,175,416,1,5,0,NA,NA,0,3,0,0,0,0,0,0,1,4,9,0,1,26,NA,NA,14,93,24,8,46,39,28,8,6,228,600,0,56,7,NA,NA,0,0,4,4,0,1,0,0,1,12,30,1,0,17,NA,NA,4,52,2,5,20,32,21,2,1,98,266,1,9,2,NA,NA,0,2,0,0,0,2,0,0,0,10,18,1,1
177144,1,5,NA,0,6,3,22,25,13,NA,1,19,55,182,4,20,1,3,NA,0,3,2,17,3,6,NA,1,8,41,102,2,10,0,0,NA,0,0,0,0,0,1,NA,0,0,0,1,0,0,1,4,NA,0,6,2,8,17,6,NA,1,15,37,120,1,15,0,0,NA,0,0,0,2,0,0,NA,0,1,5,10,1,1,0,1,NA,0,0,1,10,6,5,NA,0,3,11,42,2,3,0,0,NA,0,0,0,2,1,1,NA,0,0,1,7,0,1
177214,2,15,11,10,NA,51,0,22,5,NA,28,26,42,309,13,18,2,5,10,0,NA,17,0,1,1,NA,11,10,30,128,8,2,0,0,0,0,NA,0,0,1,0,NA,0,1,1,6,0,0,2,11,9,8,NA,42,0,17,3,NA,22,22,33,243,9,16,0,0,1,0,NA,4,0,1,0,NA,4,2,5,22,1,0,0,1,1,1,NA,1,0,1,1,NA,1,0,1,12,2,0,0,3,0,1,NA,2,0,2,1,NA,1,1,2,20,1,1
177339,4,48,NA,5,3,11,12,23,9,11,5,20,41,253,13,19,3,15,NA,1,2,4,9,5,5,2,4,4,26,108,6,7,0,0,NA,0,0,0,0,0,0,0,1,0,0,2,0,0,3,43,NA,5,2,10,7,18,6,8,3,17,31,203,10,17,0,0,NA,0,0,0,1,0,0,0,0,0,1,3,0,1,1,2,NA,0,1,1,3,3,2,1,1,1,2,22,2,1,0,0,NA,0,0,0,1,0,1,0,0,1,5,11,1,0
177472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
177551,8,16,NA,NA,21,51,NA,18,26,NA,12,NA,45,214,10,3,7,3,NA,NA,8,5,NA,0,5,NA,3,NA,20,60,7,1,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,1,0,0,1,0,NA,NA,1,2,NA,0,1,NA,0,NA,1,8,0,1,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,4,5,0,0,5,15,NA,NA,19,47,NA,17,24,NA,9,NA,35,185,10,1,0,1,NA,NA,1,0,NA,1,0,NA,1,NA,3,7,0,0
177940,7,34,NA,1,16,6,NA,23,11,7,8,1,36,243,15,23,4,3,NA,0,6,4,NA,3,6,0,1,0,20,75,9,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,1,24,NA,0,5,2,NA,8,3,1,1,0,17,93,0,17,1,0,NA,0,1,1,NA,1,0,0,0,0,3,19,4,0,5,7,NA,1,9,3,NA,13,8,4,6,1,16,116,10,4,0,2,NA,0,1,0,NA,0,0,2,0,0,0,7,1,1
177968,112,69,NA,15,0,38,83,38,62,12,36,71,279,960,23,45,57,13,NA,7,0,7,41,12,22,2,14,28,134,404,9,13,5,3,NA,0,0,2,1,0,0,0,0,1,7,24,1,2,80,61,NA,14,0,24,54,22,43,7,22,49,197,659,15,23,7,0,NA,0,0,2,13,3,0,0,9,5,18,65,3,1,13,2,NA,1,0,7,13,12,13,4,2,10,43,149,2,11,5,2,NA,0,0,0,1,0,2,0,1,6,9,34,1,4
177986,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
178059,35,20,NA,15,9,58,58,163,NA,18,43,49,185,1120,20,302,29,5,NA,3,2,18,42,11,NA,2,6,14,99,358,7,33,4,0,NA,1,0,6,0,2,NA,0,2,2,8,35,1,4,21,13,NA,12,4,36,48,115,NA,12,16,31,133,777,15,218,1,0,NA,0,0,2,2,3,NA,0,0,1,15,31,0,4,7,2,NA,2,4,8,7,28,NA,4,21,11,21,189,3,51,2,3,NA,0,0,4,1,6,NA,2,1,2,5,49,1,17
178208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,5,0,NA
178244,5,66,NA,5,17,12,20,36,20,1,6,6,69,365,9,57,4,10,NA,3,7,3,10,10,14,0,3,2,37,133,5,9,1,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,1,1,62,NA,5,11,8,15,24,17,1,6,4,57,293,5,49,2,1,NA,0,0,1,2,2,0,0,0,0,3,12,0,0,0,2,NA,0,5,1,1,8,2,0,0,2,6,37,2,4,0,1,NA,0,0,1,1,0,1,0,0,0,2,14,2,3
178341,16,86,NA,14,85,40,23,24,50,24,6,17,157,670,12,83,12,17,NA,5,20,16,14,6,24,4,2,3,74,240,6,20,2,2,NA,0,0,4,0,1,0,1,0,0,2,19,0,5,9,64,NA,13,57,29,19,16,36,19,3,13,117,494,6,68,1,0,NA,0,3,0,0,3,2,0,0,0,5,16,0,1,3,15,NA,1,13,5,3,3,10,4,1,2,20,95,5,5,0,4,NA,0,9,2,1,0,1,0,1,2,8,32,1,3
178369,6,22,NA,1,4,12,18,20,9,NA,1,4,69,201,6,18,6,9,NA,1,4,6,11,10,6,NA,0,2,46,114,2,2,0,0,NA,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,18,NA,0,3,8,9,6,3,NA,0,1,21,90,2,13,6,1,NA,0,0,2,5,8,1,NA,0,1,29,60,3,1,0,3,NA,0,1,0,1,4,2,NA,0,2,14,33,1,4,0,0,NA,1,0,1,1,2,3,NA,1,0,2,11,0,0
178387,15,49,NA,0,NA,43,44,30,24,20,3,19,88,513,12,95,13,8,NA,0,NA,14,18,7,11,1,1,2,53,179,3,15,0,0,NA,0,NA,1,0,0,1,1,0,0,0,6,1,1,11,46,NA,0,NA,33,34,24,18,15,3,13,63,400,8,77,0,0,NA,0,NA,1,1,1,0,0,0,1,4,13,0,4,0,1,NA,0,NA,5,7,4,2,3,0,2,13,54,3,5,2,0,NA,0,NA,0,0,1,1,0,0,1,2,13,0,4
178396,216,282,428,56,NA,365,70,344,NA,38,426,163,1160,6105,624,963,190,49,320,13,NA,136,60,89,NA,9,233,72,744,2786,213,184,23,6,12,2,NA,18,1,16,NA,1,11,3,31,184,11,31,149,253,357,48,NA,294,62,248,NA,33,335,119,965,4922,500,784,2,2,10,0,NA,3,1,3,NA,0,0,0,7,60,15,3,26,14,32,3,NA,27,4,58,NA,2,45,26,106,621,67,98,4,1,2,1,NA,2,0,2,NA,0,7,3,12,51,3,4
178402,106,43,118,41,112,171,NA,115,NA,NA,107,85,313,1596,51,179,81,11,98,7,36,57,NA,24,NA,NA,36,30,154,632,15,19,17,3,7,0,44,42,NA,5,NA,NA,2,5,26,181,1,14,37,24,63,32,38,82,NA,70,NA,NA,72,59,161,871,28,112,25,0,22,0,1,1,NA,0,NA,NA,1,4,19,82,1,0,17,12,21,7,20,34,NA,35,NA,NA,23,12,90,354,16,42,3,1,3,1,4,3,NA,1,NA,NA,4,3,3,32,3,2
178411,162,7,779,10,NA,37,NA,18,NA,NA,5,NA,41,1209,NA,NA,139,3,617,5,NA,12,NA,7,NA,NA,5,NA,28,920,NA,NA,15,0,34,0,NA,0,NA,0,NA,NA,0,NA,1,53,NA,NA,125,6,630,9,NA,31,NA,18,NA,NA,4,NA,30,978,NA,NA,4,0,17,0,NA,0,NA,0,NA,NA,0,NA,0,22,NA,NA,9,1,61,1,NA,3,NA,0,NA,NA,1,NA,8,96,NA,NA,3,0,17,0,NA,1,NA,0,NA,NA,0,NA,0,25,NA,NA
178420,108,122,49,22,40,72,14,128,NA,68,143,44,326,1385,48,126,84,22,38,6,14,29,10,27,NA,11,61,14,184,582,16,28,9,1,1,1,2,8,0,1,NA,1,5,1,12,54,1,8,64,100,34,16,26,45,13,86,NA,45,96,33,239,955,35,71,3,0,2,1,0,2,0,1,NA,0,0,0,7,19,0,0,23,20,7,4,9,11,1,32,NA,19,27,7,48,258,8,37,6,0,3,0,3,5,0,4,NA,1,9,1,14,57,1,3
178615,27,NA,NA,47,8,58,55,59,14,1,46,47,103,687,11,101,22,NA,NA,11,3,28,31,16,4,0,25,16,63,296,6,14,1,NA,NA,2,0,3,1,1,0,0,0,1,3,18,0,5,20,NA,NA,35,8,52,49,54,13,1,37,38,76,565,7,83,5,NA,NA,3,0,0,0,0,0,0,6,2,17,42,1,2,1,NA,NA,2,0,2,3,2,0,0,2,2,4,28,2,3,0,NA,NA,0,0,0,1,1,0,0,0,1,0,7,0,3
178624,70,198,NA,9,46,50,25,112,8,0,32,21,185,1092,48,98,48,38,NA,0,23,8,17,18,5,0,9,6,96,381,22,12,1,0,NA,0,1,1,0,1,0,0,0,0,2,10,0,1,50,185,NA,9,41,36,19,87,8,0,25,18,149,924,42,85,8,0,NA,0,1,1,0,1,0,0,2,1,4,21,1,0,10,8,NA,0,2,6,4,19,0,0,5,1,16,89,3,7,1,3,NA,0,0,1,0,2,0,0,0,1,3,16,0,2
178697,10,28,12,10,6,13,16,26,12,6,12,14,54,332,10,30,10,4,9,3,1,6,13,7,9,0,4,4,28,136,1,6,0,0,1,0,0,1,0,0,0,0,1,1,0,5,0,0,9,28,7,10,5,10,13,24,10,3,10,12,48,291,9,28,1,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,2,2,2,1,1,0,2,18,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,6,0,0
178721,122,30,NA,6,NA,11,29,166,92,46,30,25,515,1215,14,53,102,3,NA,2,NA,5,16,50,44,29,19,12,275,615,4,11,11,0,NA,0,NA,1,0,3,1,3,0,0,18,43,1,3,59,18,NA,6,NA,8,14,52,32,16,19,13,215,522,5,24,5,0,NA,0,NA,1,2,8,1,0,0,6,20,45,1,1,33,12,NA,0,NA,1,12,79,44,19,8,2,217,469,3,16,6,0,NA,0,NA,0,0,5,4,2,1,0,13,39,0,3
178891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
